product_id,attribute_id,confidence,evidence,model
B07G6FTK91,attribute_86aae0c164ce2fa9,0.95,store: OZEN,deepseek-v4-flash
B07G6FTK91,attribute_7f4cae5562c0a0e9,0.9,Material: Caroset,deepseek-v4-flash
B07G6FTK91,attribute_2ac91817c6dc2ed6,0.9,Unit Count: 1.00 Count,deepseek-v4-flash
B07G6FTK91,attribute_7479fde1126b6127,0.9,Spa Headbands for Women,deepseek-v4-flash
B07G6FTK91,attribute_ae443b0d003aca27,0.8,Soft,deepseek-v4-flash
B07G6FTK91,attribute_f1938414e04389fa,0.7,washing face,deepseek-v4-flash
B07G6FTK91,attribute_ab41b3c8c7b14fbe,0.8,Panda,deepseek-v4-flash
B08LZ76QML,attribute_9f0d37f22dcfbeb1,0.95,store: YYgY,deepseek-v4-flash
B08LZ76QML,attribute_0efeb815415e9186,0.9,Material: Human Hair,deepseek-v4-flash
B08LZ76QML,attribute_f5014e73afcc8131,0.9,Hair Type: Wavy,deepseek-v4-flash
B08LZ76QML,attribute_9c9d9eadb3298777,0.75,title: 24 inch,deepseek-v4-flash
B08LZ76QML,attribute_f03aa5d3452da917,0.65,title: black,deepseek-v4-flash
B08LZ76QML,attribute_d524753d56d9d70d,0.9,Wigs,deepseek-v4-flash
B08LZ76QML,attribute_c633b0a339252bcb,0.9,Natural Black,deepseek-v4-flash
B08LZ76QML,attribute_6971c6873347a03a,0.8,150% Density,deepseek-v4-flash
B08LZ76QML,attribute_3de2d6f5ef280e51,0.9,Body wave,deepseek-v4-flash
B0062Q6K8C,attribute_1ab4b8ffdfec4f8f,0.65,title: white,rules
B01DJZZ08Y,attribute_508bb26cb6714f7a,0.95,store: Louise Maelys,rules
B01DJZZ08Y,attribute_72f40f803eb5363f,0.65,title: blonde,rules
B08HVYYG2H,attribute_c75711089edb24a4,0.95,store: SEGO,deepseek-v4-flash
B08HVYYG2H,attribute_0efeb815415e9186,0.9,Material: Human Hair,deepseek-v4-flash
B08HVYYG2H,attribute_3c6b220fd942dff3,0.9,Hair Type: Straight,deepseek-v4-flash
B08HVYYG2H,attribute_8b1c18dc9007cf5f,0.75,title: 50g,deepseek-v4-flash
B08HVYYG2H,attribute_b96630ed250523ee,0.65,title: brown,deepseek-v4-flash
B08TGZHTP4,attribute_2fa170176b26343c,0.95,store: Patelai,deepseek-v4-flash
B08TGZHTP4,attribute_2ac91817c6dc2ed6,0.9,Unit Count: 1.00 Count,deepseek-v4-flash
B08TGZHTP4,attribute_1ab4b8ffdfec4f8f,0.65,title: white,deepseek-v4-flash
B07S3XPSN5,attribute_24e988b8170a42ee,0.95,store: Hetto,deepseek-v4-flash
B07S3XPSN5,attribute_0efeb815415e9186,0.9,Material: Human Hair,deepseek-v4-flash
B07S3XPSN5,attribute_3c6b220fd942dff3,0.9,Hair Type: Straight,deepseek-v4-flash
B07S3XPSN5,attribute_5a1bb5553d3d4fbf,0.75,title: 14 Inch,deepseek-v4-flash
B07S3XPSN5,attribute_b96630ed250523ee,0.65,title: brown,deepseek-v4-flash
B002VZNCL6,attribute_26527f642bc6cc86,0.75,title: 2 Ounce,rules
B00KWUOJ3M,attribute_a5adb956bb60758e,0.95,store: Zermat International,rules
B00KWUOJ3M,attribute_adcb48406516fefc,0.75,title: 3.38oz,rules
B0149DT3WY,attribute_62da4433956c47a3,0.95,store: MustaeV,deepseek-v4-flash
B0149DT3WY,attribute_af71680c3079f29f,0.9,Item Form: Cream,deepseek-v4-flash
B0149DT3WY,attribute_61aaf750d3bbc379,0.9,Product Benefits: Hydrating,deepseek-v4-flash
B0149DT3WY,attribute_5a627d664ca936b5,0.9,Item Form: Cream,deepseek-v4-flash
B0149DT3WY,attribute_dd997e623e6ff0b3,0.9,Product Benefits: Hydrating,deepseek-v4-flash
B0149DT3WY,attribute_9d6cb4f9a57cbef4,0.8,lightweight cream base,deepseek-v4-flash
B0149DT3WY,attribute_6974fafa361b3bd0,0.9,infused with pink pearl particles,deepseek-v4-flash
B0149DT3WY,attribute_89338d4c29f4eaa0,0.8,"creating a radiant, luminosity",deepseek-v4-flash
B00L5KKSLK,attribute_5db4b801eb9c7f6a,0.95,store: Spagmoss,deepseek-v4-flash
B00L5KKSLK,attribute_a41edb148b29f85b,0.75,title: 150 Gram,deepseek-v4-flash
B082KFJS9H,attribute_07395bdb7106a060,0.95,store: Ve Sunny,deepseek-v4-flash
B082KFJS9H,attribute_0efeb815415e9186,0.9,Material: Human Hair,deepseek-v4-flash
B082KFJS9H,attribute_3c6b220fd942dff3,0.9,Hair Type: Straight,deepseek-v4-flash
B082KFJS9H,attribute_22ca42bb1b15c92d,0.75,title: 70g,deepseek-v4-flash
B082KFJS9H,attribute_f03aa5d3452da917,0.65,title: black,deepseek-v4-flash
B082KFJS9H,attribute_8f5f4e9944a007c4,0.9,Hair Type: Straight,deepseek-v4-flash
B082KFJS9H,attribute_4eea98ff36c0c0e3,1.0,Jet Black,deepseek-v4-flash
B082KFJS9H,attribute_4a0105a5bee92f65,0.9,Hair Extensions Clip in,deepseek-v4-flash
B082MC34Q2,attribute_c68907824ae3617d,0.95,store: SAYMRE,rules
B086QW86VL,attribute_66885ed25dfbc59d,0.95,store: WILLBOND,rules
B0754HZ1YZ,attribute_1fa36b5fd4d26c1f,0.95,store: Telebrands,rules
B07Q4VWYK8,attribute_fbae1ef82d3ba923,0.95,store: Easyouth,deepseek-v4-flash
B07Q4VWYK8,attribute_0efeb815415e9186,0.9,Material: Human Hair,deepseek-v4-flash
B07Q4VWYK8,attribute_3c6b220fd942dff3,0.9,Hair Type: Straight,deepseek-v4-flash
B07Q4VWYK8,attribute_ec1264b4311e7b7e,0.75,title: 18Inch,deepseek-v4-flash
B07Q4VWYK8,attribute_b96630ed250523ee,0.65,title: brown,deepseek-v4-flash
B07Q4VWYK8,attribute_2e69819f90e65698,1.0,Hair Type: Straight,deepseek-v4-flash
B07Q4VWYK8,attribute_115c543c9b7960c0,1.0,Color Ash Brown Fading to Platinum Blonde,deepseek-v4-flash
B07Q4VWYK8,attribute_d78b890dedf6ed2c,1.0,18Inch,deepseek-v4-flash
B07Q4VWYK8,attribute_72e8128fcb65532a,1.0,80g,deepseek-v4-flash
B07Q4VWYK8,attribute_d7ccb96e393401eb,1.0,Hair Extensions,deepseek-v4-flash
B08YYPHSN3,attribute_5fddf7ef2faf7458,0.95,store: zenotti,deepseek-v4-flash
B08YYPHSN3,attribute_8ba8db87ff92bb46,0.9,Item Form: Pair,deepseek-v4-flash
B08YYPHSN3,attribute_6e76972f4469de0a,0.9,Material: Faux Mink,deepseek-v4-flash
B08YYPHSN3,attribute_4950ea8394abe2e6,0.75,title: 20mm,deepseek-v4-flash
B00UV80M8Q,attribute_07e6739d78a2a2de,0.95,store: COVERGIRL,deepseek-v4-flash
B00UV80M8Q,attribute_c301b5888660fbbb,0.9,Item Form: Powder,deepseek-v4-flash
B00UV80M8Q,attribute_320c95d539518c2e,0.9,Unit Count: 2.00 Count,deepseek-v4-flash
B00UV80M8Q,attribute_8a663eff8abd5919,0.75,title: 0.37 oz,deepseek-v4-flash
B00UV80M8Q,attribute_9d9b798ec2c3cfb2,1.0,"CoverGirl Ready, Set Gorgeous Fresh Complexion Powder Foundation",deepseek-v4-flash
B00UV80M8Q,attribute_a0d1bfa3f5ae8c7f,0.9,Light [115/120] in title,deepseek-v4-flash
B07KZHR2V1,attribute_b6be6f4b110cb033,0.95,store: TangDirect,rules
B07KZHR2V1,attribute_522770f1c65cc5a4,0.75,title: 3pack,rules
B00BPMPUHU,attribute_cdd7d959c20fd685,0.75,title: 100 ml,rules
B019EPWMW0,attribute_2e01dec50432f5a1,0.95,store: BOSCIA,rules
B019EPWMW0,attribute_f03aa5d3452da917,0.65,title: black,rules
B00D62C2F0,attribute_8b0dd26856868ce5,0.95,store: Aroma Naturals,deepseek-v4-flash
B00D62C2F0,attribute_ebcb6bad84dc95c5,0.75,title: 1 oz,deepseek-v4-flash
B00D62C2F0,attribute_a91fc6f1d042f108,0.8,description: lotion,deepseek-v4-flash
B00D62C2F0,attribute_e1ca7c5710e2d449,1.0,title: 1 oz (30 g),deepseek-v4-flash
B00D62C2F0,attribute_5045647868ac6e9d,0.9,"title: Bio-Active Omega 3, 6, 7, 9",deepseek-v4-flash
B00D62C2F0,attribute_0a972513ae8d78ce,0.9,"title: Bio-Active Omega 3, 6, 7, 9",deepseek-v4-flash
B00D62C2F0,attribute_9746f455f09e44bf,0.9,"title: Bio-Active Omega 3, 6, 7, 9",deepseek-v4-flash
B00D62C2F0,attribute_13117ab1677ba0af,0.9,"title: Bio-Active Omega 3, 6, 7, 9",deepseek-v4-flash
B00D62C2F0,attribute_1f82f1b0604c9533,0.9,description: Anti-Aging,deepseek-v4-flash
B00D62C2F0,attribute_545a7b86a69d38a9,0.9,description: Super Moisturizing,deepseek-v4-flash
B00D62C2F0,attribute_cae5d609508b8082,0.8,description: lotion,deepseek-v4-flash
B00WEN2SXS,attribute_0cc80168a603e926,0.95,store: Pure Mauve,deepseek-v4-flash
B00WEN2SXS,attribute_86c70f5d736aedd1,0.9,Skin Type: Dry,deepseek-v4-flash
B00WEN2SXS,attribute_90288547f6c40262,0.9,Scent: Tea Tree,deepseek-v4-flash
B00WEN2SXS,attribute_1dffaa257c5c9706,0.9,Item Form: Oil,deepseek-v4-flash
B00WEN2SXS,attribute_ae563c54ba6b5465,1.0,title: Tea Tree Facial Cleanser,deepseek-v4-flash
B07DZ1Y5TN,attribute_928b8b633b517505,0.95,store: Jeffree Star Cosmetics,deepseek-v4-flash
B07DZ1Y5TN,attribute_fc6db98750f95668,0.9,Skin Type: All,deepseek-v4-flash
B07DZ1Y5TN,attribute_70948989c95ee1b1,0.9,Item Form: Liquid,deepseek-v4-flash
B07DZ1Y5TN,attribute_1a0ff4248eb47fe2,0.9,Color: Cherry Wet,deepseek-v4-flash
B07DZ1Y5TN,attribute_5b2046abdf0e3ace,1.0,title: Velour Liquid Lipstick,deepseek-v4-flash
B07DZ1Y5TN,attribute_909269340fa21782,0.9,features: Cherry Wet - Hot cherry red,deepseek-v4-flash
B07DZ1Y5TN,attribute_04ffd5ca79e8bb62,0.9,"features: lasts and lasts, long wear formula",deepseek-v4-flash
B07DZ1Y5TN,attribute_ee783b3bce8e7317,0.9,description: dries completely matte,deepseek-v4-flash
B07X13G3YV,attribute_fdfeb97302fc0dab,0.95,store: ProBliva,deepseek-v4-flash
B096TKRXN6,attribute_655a533df2d50bbb,0.95,store: NewYou,deepseek-v4-flash
B096TKRXN6,attribute_0efeb815415e9186,0.9,Material: Human Hair,deepseek-v4-flash
B096TKRXN6,attribute_b5e40193f5860fe3,0.9,Hair Type: Curly,deepseek-v4-flash
B096TKRXN6,attribute_5b1aa15c3db9fb4d,0.75,title: 7Pcs,deepseek-v4-flash
B096TKRXN6,attribute_f03aa5d3452da917,0.65,title: black,deepseek-v4-flash
B08RDS5G49,attribute_66885ed25dfbc59d,0.95,store: WILLBOND,deepseek-v4-flash
B08RDS5G49,attribute_056ad6b880d33cf9,0.9,Item Form: Wrap,deepseek-v4-flash
B08RDS5G49,attribute_6227f6d19a817883,0.9,"Material: Polyester, Elastic",deepseek-v4-flash
B08RDS5G49,attribute_a5865a3a7d03ceb5,0.9,Unit Count: 8.00 Count,deepseek-v4-flash
B07P1K3K2X,attribute_c1df3172e15831ff,0.95,store: My rose garden,deepseek-v4-flash
B07P1K3K2X,attribute_d897e8f9b0651009,0.9,Item Form: Ribbon,deepseek-v4-flash
B07P1K3K2X,attribute_25a4ae8de9e6cb8a,0.9,"Material: Cloth, Plastic",deepseek-v4-flash
B07P1K3K2X,attribute_2ac91817c6dc2ed6,0.9,Unit Count: 1.00 Count,deepseek-v4-flash
B07P1K3K2X,attribute_83e8ef16c39f451b,0.75,title: 3PCS,deepseek-v4-flash
B00078X2UU,attribute_39e92df19952a589,0.95,store: Frances Denney,deepseek-v4-flash
B08FD36X79,attribute_38ef691e94585432,0.95,store: Jiumido,deepseek-v4-flash
B08FD36X79,attribute_cd744dd77d211b38,0.9,Material: Synthetic,deepseek-v4-flash
B08FD36X79,attribute_3c6b220fd942dff3,0.9,Hair Type: Straight,deepseek-v4-flash
B08FD36X79,attribute_c56aee814ca70c14,0.75,title: 18 inch,deepseek-v4-flash
B08F2FLCQK,attribute_81eb9c4ce4fa8cdd,0.95,store: QUEWEL,deepseek-v4-flash
B08F2FLCQK,attribute_eb2c589f77a4e2ad,0.9,Item Form: Individual,deepseek-v4-flash
B08F2FLCQK,attribute_7ac65a24bc64e3d7,0.9,Material: Polybutylene Terephthalate Fiber,deepseek-v4-flash
B08F2FLCQK,attribute_4950ea8394abe2e6,0.75,title: 20mm,deepseek-v4-flash
B00WNAUEXI,attribute_d2ab067439a7bf5f,0.95,store: Annie,deepseek-v4-flash
B00WNAUEXI,attribute_2c4e347c7dae637f,0.9,Material: Boar,deepseek-v4-flash
B00WNAUEXI,attribute_a3e15900fc78187c,0.9,Hair Type: All,deepseek-v4-flash
B00WNAUEXI,attribute_2ac91817c6dc2ed6,0.9,Unit Count: 1.00 Count,deepseek-v4-flash
B012POL9Q2,attribute_930d16cc78c98ad6,0.95,store: Barnaby Black,deepseek-v4-flash
B012POL9Q2,attribute_9ec11ecb096b876f,0.9,Item Form: Bar,deepseek-v4-flash
B012POL9Q2,attribute_0dc3f98a533eef51,0.9,Unit Count: 8.0 Ounce,deepseek-v4-flash
B012POL9Q2,attribute_f03aa5d3452da917,0.65,title: black,deepseek-v4-flash
B073XDWYR1,attribute_e26fa2e24d23eb37,0.95,store: Kamileo,deepseek-v4-flash
B073XDWYR1,attribute_cd744dd77d211b38,0.9,Material: Synthetic,deepseek-v4-flash
B073XDWYR1,attribute_f5014e73afcc8131,0.9,Hair Type: Wavy,deepseek-v4-flash
B073XDWYR1,attribute_5fd3c9f274d50bde,0.75,title: 1pack,deepseek-v4-flash
B073XDWYR1,attribute_3267dcd9b69f1483,0.9,faux dreadlocks braids,deepseek-v4-flash
B073XDWYR1,attribute_c2dd768325f053b9,0.9,1b,deepseek-v4-flash
B073XDWYR1,attribute_7b094c2617d1c11d,0.9,14 inch,deepseek-v4-flash
B073XDWYR1,attribute_c7bae4aac83e9e8d,0.8,6 Packs,deepseek-v4-flash
B00ZGYTTNE,attribute_cf20066ad48757b2,0.95,store: bareMinerals,deepseek-v4-flash
B00ZGYTTNE,attribute_545a7b86a69d38a9,0.9,Product Benefits: Moisturizing,deepseek-v4-flash
B00ZGYTTNE,attribute_c367f2478b4e1ff7,0.75,title: 6g,deepseek-v4-flash
B00ZGYTTNE,attribute_9ce3f28566a1224e,1.0,Concealer,deepseek-v4-flash
B00ZGYTTNE,attribute_cb53781c1325e5d0,0.9,SUMMER BISQUE,deepseek-v4-flash
B00ZGYTTNE,attribute_5dfd05b7d7449000,0.9,Deluxe Size 6g / 0.21 oz,deepseek-v4-flash
B00XOSMH4M,attribute_c4df1d2970ea8f22,0.95,store: TOSOWOONG,deepseek-v4-flash
B00XOSMH4M,attribute_fc6db98750f95668,0.9,Skin Type: All,deepseek-v4-flash
B00XOSMH4M,attribute_af71680c3079f29f,0.9,Item Form: Cream,deepseek-v4-flash
B00XOSMH4M,attribute_1360862a93688a79,0.9,Unit Count: 3.72 Fl Oz,deepseek-v4-flash
B00XOSMH4M,attribute_90c66507b022bd7e,0.75,title: 110ml,deepseek-v4-flash
B00XOSMH4M,attribute_14c742dc6a6ca78b,0.7,All In One,deepseek-v4-flash
B00XOSMH4M,attribute_09209239196e4d48,0.9,Item Form: Cream,deepseek-v4-flash
B00XOSMH4M,attribute_f1938414e04389fa,0.5,Men's Booster,deepseek-v4-flash
B078SP328M,attribute_8f3b04bf3f7035b9,0.95,store: BUOCEANS,deepseek-v4-flash
B078SP328M,attribute_a0f92e4defc47e1c,0.9,Item Form: Stick,deepseek-v4-flash
B078SP328M,attribute_365f47e46454a8a6,0.9,Unit Count: 2.8219 Ounce,deepseek-v4-flash
B094GZW7KD,attribute_039d4a083bd09224,0.95,store: Bath & Body Works,deepseek-v4-flash
B094GZW7KD,attribute_42f2ef53eef1b341,0.9,Item Form: Gel,deepseek-v4-flash
B094GZW7KD,attribute_cf2367f7bd8087f8,0.9,Unit Count: 3.00 Count,deepseek-v4-flash
B094GZW7KD,attribute_ea2ff94c7cab2d75,0.75,title: 8 fl oz,deepseek-v4-flash
B01IAE1UVA,attribute_890d98dec4f73ff6,0.95,store: Smith & Nephew,deepseek-v4-flash
B01IAE1UVA,attribute_3531b62ea3cfae30,0.9,Scent: Unscented,deepseek-v4-flash
B01IAE1UVA,attribute_af71680c3079f29f,0.9,Item Form: Cream,deepseek-v4-flash
B01IAE1UVA,attribute_866b3e9b09b7cead,0.9,Unit Count: 18.0 Ounce,deepseek-v4-flash
B01IAE1UVA,attribute_c15c9d8547cf1f88,0.75,title: 3 oz,deepseek-v4-flash
B01N6SZH6R,attribute_a9b8e8bbb917fbb6,0.95,store: DAFNI,rules
B07JWGD7PR,attribute_f24c2088893e5046,0.95,store: PBT,deepseek-v4-flash
B07JWGD7PR,attribute_0a552befcc9a10a1,0.9,Material: Cotton,deepseek-v4-flash
B07JWGD7PR,attribute_b72bd63956647c5e,0.75,title: 2 pack,deepseek-v4-flash
B07JWGD7PR,attribute_fb8b5f27c0302503,0.9,eyelashes,deepseek-v4-flash
B07ML5333D,attribute_052505421f6e7db3,0.95,store: Organic Nails,deepseek-v4-flash
B07ML5333D,attribute_7719082874f3ceb0,0.75,title: 0.5oz,deepseek-v4-flash
B07ML5333D,attribute_b8bc0383d4e1d560,0.9,Glue with Dropper,deepseek-v4-flash
B07ML5333D,attribute_52a1ec6aa125d7a2,0.9,0.5oz,deepseek-v4-flash
B07XFKZ874,attribute_0d0e1d9fda2b8336,0.95,store: CosInStyle,deepseek-v4-flash
B07XFKZ874,attribute_2968668bdc1d3f24,0.9,"Material: Rubber,Nylon",deepseek-v4-flash
B07XFKZ874,attribute_92ac3bc4d8309b1f,0.9,Hair Type: Short,deepseek-v4-flash
B07XFKZ874,attribute_d524753d56d9d70d,0.9,Wigs,deepseek-v4-flash
B07XFKZ874,attribute_4f451c53215e14f2,0.9,Orange,deepseek-v4-flash
B00SQJ1MZO,attribute_c15c9d8547cf1f88,0.75,title: 3 oz,rules
B00GMP7DQ6,attribute_8fbcdf48bfe10a87,0.95,store: FXWerkryt,rules
B00GMP7DQ6,attribute_bb5088e8d712d113,0.75,title: 4oz,rules
B07DM64VNT,attribute_2a3abc3a2b002710,0.95,store: Benefit,deepseek-v4-flash
B07DM64VNT,attribute_fc6db98750f95668,0.9,Skin Type: All,deepseek-v4-flash
B07DM64VNT,attribute_c9c537f7a3f9dbea,0.9,"Item Form: Cream,Gel",deepseek-v4-flash
B07DM64VNT,attribute_dfa09125a7ce80e7,0.9,Color: 4.5 - Neutral deep brown,deepseek-v4-flash
B07DM64VNT,attribute_2f9ae458ae5d8628,0.75,title: 3.0 g,deepseek-v4-flash
B094GTZP2R,attribute_150fdc7415032e92,0.95,store: Hipcheer,deepseek-v4-flash
B094GTZP2R,attribute_42db5b7525705d3f,0.9,Item Form: elastic,deepseek-v4-flash
B094GTZP2R,attribute_a64490da866eb222,0.9,Color: Red,deepseek-v4-flash
B094GTZP2R,attribute_3c6b220fd942dff3,0.9,Hair Type: Straight,deepseek-v4-flash
B01KK4FQOK,attribute_1dfdff1c66b60b95,0.95,store: THESAEM,deepseek-v4-flash
B01KK4FQOK,attribute_fc6db98750f95668,0.9,Skin Type: All,deepseek-v4-flash
B01BBRNLEC,attribute_db37c4100ec92e08,0.95,store: feibin,deepseek-v4-flash
B01BBRNLEC,attribute_0efeb815415e9186,0.9,Material: Human Hair,deepseek-v4-flash
B01BBRNLEC,attribute_f5014e73afcc8131,0.9,Hair Type: Wavy,deepseek-v4-flash
B01BBRNLEC,attribute_86ae89fc7aa016be,0.75,title: 22 Inch,deepseek-v4-flash
B075SX6X3L,attribute_c4d95a029083fd72,0.95,store: Festivous Wishel,deepseek-v4-flash
B075SX6X3L,attribute_04964c07b608085f,0.9,Material: Polyester,deepseek-v4-flash
B075SX6X3L,attribute_7d891282373a70a6,0.9,Unit Count: 1 Count,deepseek-v4-flash
B075SX6X3L,attribute_f03aa5d3452da917,0.65,title: black,deepseek-v4-flash
B072JW8MJH,attribute_0b1763ed0e9d1bf9,0.95,store: Jane Stone,deepseek-v4-flash
B072JW8MJH,attribute_9b21917b24f4bed5,0.9,Material: Leather,deepseek-v4-flash
B072JW8MJH,attribute_dbc34d1d743850c8,0.9,Color: Gold-A,deepseek-v4-flash
B072JW8MJH,attribute_2ac91817c6dc2ed6,0.9,Unit Count: 1.00 Count,deepseek-v4-flash
B072JW8MJH,attribute_dade4590d7137f15,0.65,title: gold,deepseek-v4-flash
B016R0UMD6,attribute_d725fa64a60a10d5,0.95,store: ERTDDE,rules
B016R0UMD6,attribute_6f3472dfdd4d9e33,0.75,title: 1.6 Oz,rules
B01HVKVUU0,attribute_a3e15900fc78187c,0.9,Hair Type: All,rules
B01HVKVUU0,attribute_2972d7209b7c3f38,0.75,title: 3 pcs,rules
B096KHWMYX,attribute_1ea3d426ef3bed98,0.95,store: CALEEGI,deepseek-v4-flash
B096KHWMYX,attribute_80feed9994a03cda,0.9,"Material: Ceramic,Titanium",deepseek-v4-flash
B000FQ5NQ0,attribute_900f39da4791bc1e,0.95,store: Unilever,deepseek-v4-flash
B000FQ5NQ0,attribute_04bafd83548381d1,0.9,Item Form: Spray,deepseek-v4-flash
B000FQ5NQ0,attribute_e41728dc854e15e8,0.75,title: 9.25 FL. OZ,deepseek-v4-flash
B000FQ5NQ0,attribute_e458f39aab2f89cb,1.0,Item Form Spray,deepseek-v4-flash
B000FQ5NQ0,attribute_4e92a0b9b7d3289f,0.8,provides moisture to hair with slight symptoms of dryness,deepseek-v4-flash
B000FQ5NQ0,attribute_7ef68ce74bc72d2a,0.9,Leave-In Replenishing Mist,deepseek-v4-flash
B01IAEV8LM,attribute_71b8c8746e4d0e79,0.95,store: Aphogee,deepseek-v4-flash
B01IAEV8LM,attribute_7530ae1d89423279,0.9,Unit Count: 5.00 Count,deepseek-v4-flash
B01IAEV8LM,attribute_59627d9f4d3d0d5b,0.75,title: 8oz,deepseek-v4-flash
B01IAEV8LM,attribute_8049cc7704b8b46d,0.9,Curlific Moisture Rich Leave-In,deepseek-v4-flash
B01IAEV8LM,attribute_4e92a0b9b7d3289f,0.8,Moisture Rich,deepseek-v4-flash
B073Q3NGF8,attribute_c02977cab2274a78,0.95,store: Urberry,deepseek-v4-flash
B073Q3NGF8,attribute_f86654b7149035ea,0.65,title: green,deepseek-v4-flash
B01M0WMHLS,attribute_edee06a3a963e696,0.95,store: Dare to Wear,deepseek-v4-flash
B01M0WMHLS,attribute_70948989c95ee1b1,0.9,Item Form: Liquid,deepseek-v4-flash
B01M0WMHLS,attribute_a564cdc73d826a64,0.9,Color: Classic Colors,deepseek-v4-flash
B07MMQPVSZ,attribute_f45343416e069dd9,0.95,store: Mtmei hair,deepseek-v4-flash
B07MMQPVSZ,attribute_0efeb815415e9186,0.9,Material: Human Hair,deepseek-v4-flash
B07MMQPVSZ,attribute_3c6b220fd942dff3,0.9,Hair Type: Straight,deepseek-v4-flash
B07MMQPVSZ,attribute_9c9d9eadb3298777,0.75,title: 24 Inch,deepseek-v4-flash
B07TZKDG5K,attribute_9815260ee5ea42d1,0.95,store: Wayfarer Supply Co.,rules
B07TZKDG5K,attribute_38740edce505787c,0.65,title: blue,rules
B074DZ9TPP,attribute_0647e5d9d5900d1c,0.95,store: BABEYOND,rules
B08NZQ47WR,attribute_8916b9a3a22eddd4,0.95,store: Saberl,rules
B08NZQ47WR,attribute_d4ba492b0336fd7e,0.75,title: 5 Pack,rules
B00YMP7RZU,attribute_bd136b1f22275e37,0.95,store: AYKU,rules
B00YMP7RZU,attribute_3784dab50b54b02f,0.75,title: 6OZ,rules
B01IGXNWLQ,attribute_a17879e0fada5450,0.95,store: MISSHA,rules
B08B59J88D,attribute_9b3f8d8dac449a11,0.95,store: RONRONS,rules
B08B59J88D,attribute_5012fe1ba49270e5,0.75,title: 4.5ML,rules
B08B59J88D,attribute_2f222083c2390ce0,0.65,title: pink,rules
B08QTT5RKJ,attribute_2e7d9dd20532dfcb,0.95,store: EINHOOM,deepseek-v4-flash
B08QTT5RKJ,attribute_fc6db98750f95668,0.9,Skin Type: All,deepseek-v4-flash
B08QTT5RKJ,attribute_962320cee0315e4d,0.9,Item Form: Pencil,deepseek-v4-flash
B08QTT5RKJ,attribute_d6f11db010f4fb38,0.9,Product Benefits: Smoothening,deepseek-v4-flash
B09CGKP8ZK,attribute_9f1b4daba4afd0f7,0.95,store: OBLHER B,deepseek-v4-flash
B09CGKP8ZK,attribute_70948989c95ee1b1,0.9,Item Form: liquid,deepseek-v4-flash
B09CGKP8ZK,attribute_83e8ef16c39f451b,0.75,title: 3Pcs,deepseek-v4-flash
B08HVB6517,attribute_d2d9eeb5c5ad0dd6,0.95,store: star soucre wigs,deepseek-v4-flash
B08HVB6517,attribute_cd744dd77d211b38,0.9,Material: Synthetic,deepseek-v4-flash
B08HVB6517,attribute_f3e02f822cf1843e,0.9,"Hair Type: Wave,Straight",deepseek-v4-flash
B08HVB6517,attribute_f03aa5d3452da917,0.65,title: black,deepseek-v4-flash
B0787FHGNR,attribute_64770429bc663c97,0.95,store: zhi yun,rules
B07FVY4ZQQ,attribute_eecc972a5c1c4fad,0.95,store: Exttlliy,rules
B07FVY4ZQQ,attribute_1b00c776edc10fad,0.65,title: clear,rules
B014F3H46A,attribute_a541fc05abd5a052,0.75,title: 12pcs,rules
B07BQZRMWL,attribute_30d685da7eb5b40a,0.95,store: Prep U ;,deepseek-v4-flash
B07BQZRMWL,attribute_fbd8936c219bb836,0.9,Skin Type: Sensitive,deepseek-v4-flash
B07BQZRMWL,attribute_fdf380a79dd7330b,0.9,"Scent: Citrus, Mint",deepseek-v4-flash
B07BQZRMWL,attribute_84ac5032da6d80a8,0.9,Item Form: Foam,deepseek-v4-flash
B07BQZRMWL,attribute_ab50a0bdd9e6c09d,0.9,Brand: Prep U,deepseek-v4-flash
B07BQZRMWL,attribute_4f46b044a403ceef,0.9,Foaming Body Wash,deepseek-v4-flash
B07BQZRMWL,attribute_251b9010f4b47957,0.9,Citrus Mint Scent,deepseek-v4-flash
B07BQZRMWL,attribute_498f0f04380dc9e5,0.8,Paraben Free,deepseek-v4-flash
B07BQZRMWL,attribute_7f407c55770ac724,0.8,All Natural,deepseek-v4-flash
B07DQ4QD6D,attribute_c44abf3a1a182a36,0.95,store: Mesaidu,deepseek-v4-flash
B07DQ4QD6D,attribute_fc6db98750f95668,0.9,Skin Type: All,deepseek-v4-flash
B07DQ4QD6D,attribute_962320cee0315e4d,0.9,Item Form: Pencil,deepseek-v4-flash
B07DQ4QD6D,attribute_7d891282373a70a6,0.9,Unit Count: 1 Count,deepseek-v4-flash
B07DQ4QD6D,attribute_4913534bac05aaa1,0.9,Eyebrow Pencil,deepseek-v4-flash
B07DQ4QD6D,attribute_797a98f2a056c931,0.9,Ash Grey,deepseek-v4-flash
B07DQ4QD6D,attribute_d54cf5e62adc1c65,0.8,Item Form: Pencil,deepseek-v4-flash
B017G9220S,attribute_b4d41f16b1203a89,0.95,store: Pure Vie,deepseek-v4-flash
B017G9220S,attribute_2ac91817c6dc2ed6,0.9,Unit Count: 1.00 Count,deepseek-v4-flash
B017G9220S,attribute_35ed26112af48670,0.9,Cream Concealer Camouflage Makeup Palette,deepseek-v4-flash
B017G9220S,attribute_d84d8a6f94b80a4e,0.9,5 Colors,deepseek-v4-flash
B017G9220S,attribute_af71680c3079f29f,0.8,Cream Concealer,deepseek-v4-flash
