attribute_id,name,value,attribute_type
attribute_53f120662e9b2c91,size,600pcs,size
attribute_1912f89968ee74b6,product type,false nails,product_type
attribute_a407c02aa463ad7e,brand,spiralization direct,brand
attribute_2f4c7a7f07205a0f,brand,superiman,brand
attribute_26538b1d8cc1952c,material,satin,material
attribute_b110b73c79952951,size,extra long,size
attribute_8697dfc9df17e1b1,product_type,bonnet,product_type
attribute_aee5d4273ba3ef18,brand,every man jack,brand
attribute_4f46b044a403ceef,product_type,body wash,product_type
attribute_434cd2d159de5354,benefit,soothing,benefit
attribute_e9144fc76c4e4b09,ingredient,coconut,ingredient
attribute_7f1aaf1ff03bbf57,ingredient,glycerin,ingredient
attribute_9aec20f16f7d089c,brand,oulac,brand
attribute_181a46fe9d84fc4e,benefit,"long lasting,shine",benefit
attribute_8546f49862f19ba8,size,3.6 grams,size
attribute_02a8974aff18d189,product_type,lipstick,product_type
attribute_cafc6d7512159586,benefit,shine,benefit
attribute_ccbf048112c4ba64,color,cranberries,color
attribute_9094a8751b0a2bb4,size,3.6 g,size
attribute_d08ae20ea0c7bd0a,vegan friendly,yes,other
attribute_91cd6edc6e014e96,length,"14,16,18,12 inches",size
attribute_49ea300f4965817a,product type,hair extensions with frontal,product_type
attribute_84f9a95d8ccee787,brand,ben & anna,brand
attribute_1c30d94626ba1780,scent,vanilla orchid,scent
attribute_773724fbc861669c,size,2.12 ounce,size
attribute_84e9edb1fbec5e8d,size,2.12 oz,size
attribute_3f8eb3485761c673,product type,deodorant,product_type
attribute_08c099fe08fb75fd,brand,avankwig,brand
attribute_12f86a5bb230041e,hair type,body wave,texture
attribute_bfa781dcda7d1dee,color,#1b 99j ombre,color
attribute_938e32c2242f1eb4,length,"18,20,22 inches",size
attribute_3f111663cdf248d6,weight,300g,size
attribute_71644b14bdc5b0fc,product type,hair bundles,product_type
attribute_ff4311263480e6e4,brand,finger love,brand
attribute_246220cf35ff1628,brand,etude house,brand
attribute_56b007cdaffe611e,color,neutral peach (21ad),color
attribute_d72e2bee7684a2a2,brand,ikoco,brand
attribute_39fedf152d7f4a56,material,"plastic, metal, acrylic",material
attribute_a4cd2f0ca4f01b2c,color,"green,grey",color
attribute_e6e736d5f14a0c52,hair_type,fine,other
attribute_1218f8e92c70d9a1,brand,icarus,brand
attribute_03dfef8683de9865,length,long,size
attribute_7d3b612254ded3fd,brand,mtlee,brand
attribute_351a37d1b95daa05,brand,alaleibaby,brand
attribute_f21bd2e10414a5f8,length,10 inch,size
attribute_5c02c9acd5a07b84,color,medium brown,color
attribute_ae2bdf983dff3a8c,brand,beyelian,brand
attribute_03c9d4900c7ce129,brand,beaupretty,brand
attribute_dbe39b44a56b87ef,brand,nest fragrances,brand
attribute_e2670d532da1f8fc,size,0.25 fl oz,size
attribute_7bf65ab8df971473,brand,domestique,brand
attribute_f518f01f4932c374,hair type,all,other
attribute_30f2e42a98286e03,brand,yimart,brand
attribute_4b6946c0a34088c4,usage,"manicure, pedicure",usage
attribute_956d141b987e0629,brand,deliawinterfel,brand
attribute_b2022f2bcd351b4e,product type,eyeshadow palette,product_type
attribute_fcb472caefa970ce,brand,hipoll,brand
attribute_cf34fa664f966796,brand,addie,brand
attribute_61ed6b93ffc3b4f8,brand,morichy,brand
attribute_ff6f2eab42edb956,texture,loose body wave,texture
attribute_4ff02c227b13192f,density,130%,other
attribute_7a7a66dd1bc787d7,brand,new balance,brand
attribute_04964c07b608085f,material,polyester,material
attribute_e09b8f8fa97bacdd,usage,outdoor activities,usage
attribute_6b6c7ce5fbaf52a1,brand,nannday,brand
attribute_862d5b555b1dab47,product_type,eyelash serum,product_type
attribute_394deac2b99bd398,volume,10ml,size
attribute_b69e06987eb0fc02,benefit,eyelash growth,benefit
attribute_2a2492ac807ae450,target_area,eyelashes,target_area
attribute_035f8072c7cb058c,brand,mill creek,brand
attribute_7a39e6ac03b56178,hair_type,"color treated,thin",other
attribute_afae058df89aadba,hair_type,"color treated, thin",other
attribute_20a36d6174ca9f1b,item_form,oil,texture
attribute_3b9ce31bf6bfa3ff,ingredient,biotin,ingredient
attribute_a2cbcb13f09a69a8,brand,tara toys,brand
attribute_87b888da99d6968c,color,glitter sky blue,color
attribute_bba34ec8cda6bb9f,size,10x12 mm,size
attribute_1e0131bb060ae2a5,quantity,240 pieces,other
attribute_216cf1907873f6b4,shape,barrel shaped,other
attribute_be46ba3b04a9d541,usage,"hair braids, craft projects, jewelry making",usage
attribute_392966805acf0dff,brand,l.a. girl,brand
attribute_1e14ea4a972daf3d,texture,"gel,pencil",texture
attribute_744ebbea38790e1a,product_type,eyeliner pencil,product_type
attribute_0032192e26279917,item_form,"gel, pencil",texture
attribute_d11a27d0bb2ee4ac,number_of_colors,19,other
attribute_9cfe2cf13b249c95,brand,xesscare,brand
attribute_ce37e083d69fc3a0,size,96.0 fl oz,size
attribute_86dd2f2c28143f99,size,16oz,size
attribute_6a801383c8a975d6,brand,bodycology,brand
attribute_2f8693ef85e11c2d,brand,doubnine,brand
attribute_b2c404b5ba0365bc,material,alloy silver plated,material
attribute_d6e96886f7056413,product_type,earrings,product_type
attribute_bb2244050427eb4e,brand,illamasqua,brand
attribute_bda40ad96ae6f0c6,benefit,"stain,eye health",benefit
attribute_b95b3c84567a040b,benefit,stain,benefit
attribute_da975954763eff2e,brand,docooler,brand
attribute_8f3e021a6653c52d,product_type,hair cutting cape,product_type
attribute_45b52f3bc2e82300,brand,affinage infiniti,brand
attribute_8d4cad8379739120,brand,ssen clips,brand
attribute_48383b14c6c2e76d,color,rainbow,color
attribute_0a413dae3fadc1b8,brand,kyda,brand
attribute_bf50af7c20156b99,brand,mented,brand
attribute_52ae2500f559bc30,brand,rebecca style,brand
attribute_c5ccc560646aa744,material,"human, synthetic",material
attribute_c56aee814ca70c14,size,18 inch,size
attribute_766d34bf2939e862,brand,it works,brand
attribute_8815a43c1457a5f1,brand,angie,brand
attribute_5be4242384334f79,material,"human hair, synthetic",material
attribute_e9edacf0d436242c,size,20 inches,size
attribute_910242e0804a816a,brand,glaray,brand
attribute_83e8ef16c39f451b,size,3pcs,size
attribute_0b563197a6fa67bf,brand,fashow,brand
attribute_0e749058bd7dd092,hair type,wavy,other
attribute_35888527f7758828,brand,k,brand
attribute_5765cb58807868a7,material,steel,material
attribute_0002aded3933bf8d,size,14 x 15 inch tray,size
attribute_8aeacd2cb9551821,usage,salon chemical service tray,usage
attribute_a95c3213fa45b6d6,brand,too faced,brand
attribute_1b3a62b9e461af20,benefit,volume and curl,benefit
attribute_be168d585e4eedda,brand,nickyood,brand
attribute_599e906551478da6,texture,mousse,texture
attribute_69ab072b2c89683f,size,3.7g,size
attribute_50c8b3a246ac1363,product_type,lip mousse,product_type
attribute_3a58633f404dc8d8,color,#1 first meeting,color
attribute_2b789345dbdb87d8,texture,soft velvet mousse,texture
attribute_4d8dc3be0f0e324f,item_form,mousse,other
attribute_86aae0c164ce2fa9,brand,ozen,brand
attribute_7f4cae5562c0a0e9,material,caroset,material
attribute_ae443b0d003aca27,benefit,soft,benefit
attribute_ab41b3c8c7b14fbe,color,panda,color
attribute_3de2d6f5ef280e51,texture,body wave,texture
attribute_508bb26cb6714f7a,brand,louise maelys,brand
attribute_c75711089edb24a4,brand,sego,brand
attribute_24e988b8170a42ee,brand,hetto,brand
attribute_26527f642bc6cc86,size,2 ounce,size
attribute_a5adb956bb60758e,brand,zermat international,brand
attribute_adcb48406516fefc,size,3.38oz,size
attribute_62da4433956c47a3,brand,mustaev,brand
attribute_9d6cb4f9a57cbef4,texture,lightweight cream,texture
attribute_6974fafa361b3bd0,ingredient,pink pearl particles,ingredient
attribute_89338d4c29f4eaa0,benefit,radiance,benefit
attribute_5db4b801eb9c7f6a,brand,spagmoss,brand
attribute_a41edb148b29f85b,size,150 gram,size
attribute_22ca42bb1b15c92d,size,70g,size
attribute_8f5f4e9944a007c4,hair type,straight,material
attribute_4a0105a5bee92f65,product type,clip-in hair extensions,product_type
attribute_c68907824ae3617d,brand,saymre,brand
attribute_1fa36b5fd4d26c1f,brand,telebrands,brand
attribute_115c543c9b7960c0,color,ash brown to platinum blonde,color
attribute_d78b890dedf6ed2c,size,18 inches,size
attribute_72e8128fcb65532a,weight,80 grams,other
attribute_d7ccb96e393401eb,product type,hair extensions,product_type
attribute_5fddf7ef2faf7458,brand,zenotti,brand
attribute_4950ea8394abe2e6,size,20mm,size
attribute_07e6739d78a2a2de,brand,covergirl,brand
attribute_8a663eff8abd5919,size,0.37 oz,size
attribute_9d9b798ec2c3cfb2,product_type,powder foundation,product_type
attribute_a0d1bfa3f5ae8c7f,color,light (115/120),color
attribute_b6be6f4b110cb033,brand,tangdirect,brand
attribute_cdd7d959c20fd685,size,100 ml,size
attribute_2e01dec50432f5a1,brand,boscia,brand
attribute_8b0dd26856868ce5,brand,aroma naturals,brand
attribute_ebcb6bad84dc95c5,size,1 oz,size
attribute_e1ca7c5710e2d449,size,30 g,size
attribute_5045647868ac6e9d,ingredient,omega 3,ingredient
attribute_0a972513ae8d78ce,ingredient,omega 6,ingredient
attribute_9746f455f09e44bf,ingredient,omega 7,ingredient
attribute_13117ab1677ba0af,ingredient,omega 9,ingredient
attribute_0cc80168a603e926,brand,pure mauve,brand
attribute_ae563c54ba6b5465,product_type,facial cleanser,product_type
attribute_928b8b633b517505,brand,jeffree star cosmetics,brand
attribute_1a0ff4248eb47fe2,color,cherry wet,color
attribute_5b2046abdf0e3ace,product_type,liquid lipstick,product_type
attribute_909269340fa21782,color,cherry red,color
attribute_04ffd5ca79e8bb62,benefit,long-lasting,benefit
attribute_ee783b3bce8e7317,benefit,matte finish,benefit
attribute_fdfeb97302fc0dab,brand,probliva,brand
attribute_655a533df2d50bbb,brand,newyou,brand
attribute_6227f6d19a817883,material,"polyester, elastic",material
attribute_c1df3172e15831ff,brand,my rose garden,brand
attribute_39e92df19952a589,brand,frances denney,brand
attribute_38ef691e94585432,brand,jiumido,brand
attribute_81eb9c4ce4fa8cdd,brand,quewel,brand
attribute_930d16cc78c98ad6,brand,barnaby black,brand
attribute_e26fa2e24d23eb37,brand,kamileo,brand
attribute_5fd3c9f274d50bde,size,1pack,size
attribute_c2dd768325f053b9,color,1b,color
attribute_c7bae4aac83e9e8d,size,6 packs,size
attribute_cf20066ad48757b2,brand,bareminerals,brand
attribute_c367f2478b4e1ff7,size,6g,size
attribute_9ce3f28566a1224e,product_type,concealer,product_type
attribute_cb53781c1325e5d0,color,summer bisque,color
attribute_5dfd05b7d7449000,size,0.21 oz,size
attribute_c4df1d2970ea8f22,brand,tosowoong,brand
attribute_1360862a93688a79,size,3.72 fl oz,size
attribute_90c66507b022bd7e,size,110ml,size
attribute_14c742dc6a6ca78b,product_type,all-in-one cream,product_type
attribute_8f3b04bf3f7035b9,brand,buoceans,brand
attribute_365f47e46454a8a6,size,2.8219 ounce,size
attribute_ea2ff94c7cab2d75,size,8 fl oz,size
attribute_890d98dec4f73ff6,brand,smith & nephew,brand
attribute_866b3e9b09b7cead,size,18.0 ounce,size
attribute_a9b8e8bbb917fbb6,brand,dafni,brand
attribute_f24c2088893e5046,brand,pbt,brand
attribute_fb8b5f27c0302503,product_type,eyelashes,product_type
attribute_052505421f6e7db3,brand,organic nails,brand
attribute_7719082874f3ceb0,size,0.5oz,size
attribute_b8bc0383d4e1d560,product_type,nail glue,product_type
attribute_52a1ec6aa125d7a2,size,0.5 oz,size
attribute_0d0e1d9fda2b8336,brand,cosinstyle,brand
attribute_2968668bdc1d3f24,material,"rubber,nylon",material
attribute_92ac3bc4d8309b1f,hair_type,short,other
attribute_4f451c53215e14f2,color,orange,color
attribute_8fbcdf48bfe10a87,brand,fxwerkryt,brand
attribute_bb5088e8d712d113,size,4oz,size
attribute_2a3abc3a2b002710,brand,benefit,brand
attribute_c9c537f7a3f9dbea,texture,"cream,gel",texture
attribute_dfa09125a7ce80e7,color,4.5 - neutral deep brown,color
attribute_2f9ae458ae5d8628,size,3.0 g,size
attribute_150fdc7415032e92,brand,hipcheer,brand
attribute_42db5b7525705d3f,texture,elastic,texture
attribute_1dfdff1c66b60b95,brand,thesaem,brand
attribute_db37c4100ec92e08,brand,feibin,brand
attribute_c4d95a029083fd72,brand,festivous wishel,brand
attribute_0b1763ed0e9d1bf9,brand,jane stone,brand
attribute_9b21917b24f4bed5,material,leather,material
attribute_dbc34d1d743850c8,color,gold-a,color
attribute_d725fa64a60a10d5,brand,ertdde,brand
attribute_6f3472dfdd4d9e33,size,1.6 oz,size
attribute_2972d7209b7c3f38,size,3 pcs,size
attribute_1ea3d426ef3bed98,brand,caleegi,brand
attribute_80feed9994a03cda,material,"ceramic,titanium",material
attribute_e41728dc854e15e8,size,9.25 fl. oz,size
attribute_e458f39aab2f89cb,item form,spray,texture
attribute_4e92a0b9b7d3289f,benefit,moisture,benefit
attribute_7ef68ce74bc72d2a,product type,leave-in mist,product_type
attribute_71b8c8746e4d0e79,brand,aphogee,brand
attribute_7530ae1d89423279,size,5.00 count,size
attribute_59627d9f4d3d0d5b,size,8oz,size
attribute_8049cc7704b8b46d,product type,leave-in conditioner,product_type
attribute_c02977cab2274a78,brand,urberry,brand
attribute_edee06a3a963e696,brand,dare to wear,brand
attribute_a564cdc73d826a64,color,classic colors,color
attribute_f45343416e069dd9,brand,mtmei hair,brand
attribute_9815260ee5ea42d1,brand,wayfarer supply co.,brand
attribute_0647e5d9d5900d1c,brand,babeyond,brand
attribute_8916b9a3a22eddd4,brand,saberl,brand
attribute_d4ba492b0336fd7e,size,5 pack,size
attribute_bd136b1f22275e37,brand,ayku,brand
attribute_3784dab50b54b02f,size,6oz,size
attribute_a17879e0fada5450,brand,missha,brand
attribute_9b3f8d8dac449a11,brand,ronrons,brand
attribute_5012fe1ba49270e5,size,4.5ml,size
attribute_2e7d9dd20532dfcb,brand,einhoom,brand
attribute_9f1b4daba4afd0f7,brand,oblher b,brand
attribute_d2d9eeb5c5ad0dd6,brand,star soucre wigs,brand
attribute_f3e02f822cf1843e,hair_type,"wave,straight",other
attribute_64770429bc663c97,brand,zhi yun,brand
attribute_eecc972a5c1c4fad,brand,exttlliy,brand
attribute_30d685da7eb5b40a,brand,prep u ;,brand
attribute_fdf380a79dd7330b,scent,"citrus, mint",scent
attribute_ab50a0bdd9e6c09d,brand,prep u,brand
attribute_251b9010f4b47957,scent,citrus mint,scent
attribute_498f0f04380dc9e5,ingredient,paraben free,ingredient
attribute_7f407c55770ac724,ingredient,all natural,ingredient
attribute_c44abf3a1a182a36,brand,mesaidu,brand
attribute_4913534bac05aaa1,product_type,eyebrow pencil,product_type
attribute_797a98f2a056c931,color,ash grey,color
attribute_d54cf5e62adc1c65,material,pencil,material
attribute_b4d41f16b1203a89,brand,pure vie,brand
attribute_35ed26112af48670,product_type,concealer palette,product_type
attribute_d84d8a6f94b80a4e,color,5 colors,color
attribute_4c02e959ed444e31,brand,corablade,brand
attribute_b9390e39a8a10849,material,"carbon fiber, metal",material
attribute_502dd4d331fc97b7,brand,samal,brand
attribute_45f126cd65281a1f,brand,lemoda,brand
attribute_1ae52661010ca4f1,size,28 inch,size
attribute_b09eed1080b075a2,color,"white, purple",color
attribute_8e8d55e368741206,brand,morovan,brand
attribute_fc08e64601c309a6,brand,fshine,brand
attribute_f92d4c1ec19fcd16,size,16inch,size
attribute_1613326a95feb44e,brand,static,brand
attribute_2443cfc4d30351c7,benefit,long wearing,benefit
attribute_f11b29c23e503f70,item form,pencil,other
attribute_dddf4fc0ebb6c3f9,product benefits,long wearing,benefit
attribute_a328cac49a257e33,brand,bar5f,brand
attribute_023955d19b6e81ea,brand,jianhe,brand
attribute_948cc07ce7b6aefd,size,160.00 count,size
attribute_f26a220ca6a8f9db,ingredient,ethyl alcohol,ingredient
attribute_58b82d09ed53c43c,product_type,hand sanitizing wipes,product_type
attribute_de79cf5066669b2a,texture,"wavy, curly",texture
attribute_e4e2feb04f1d820b,color,sandy blonde,color
attribute_531800fb87ab1c93,product_type,hair scrunchies,product_type
attribute_614f0ec3cdaef1d7,size,medium,size
attribute_e5e417ecec7b0a9c,product_type,headbands,product_type
attribute_4c9f03e26ed6203b,brand,lumineux arbrend,brand
attribute_b9d4ad3267173dd3,brand,freshme,brand
attribute_0e1a4e5f76388a64,texture,pads,texture
attribute_a8b2589a47d44f6a,brand,qiutimiy,brand
attribute_45401d5a831e02e8,size,12 pack,size
attribute_4a710abd6a98c999,brand,zonon,brand
attribute_92ef11266bbbe2c9,brand,aleath,brand
attribute_118bc0cebfc29b4e,brand,lclhb,brand
attribute_29c570e809a239bb,size,7.3 gram,size
attribute_9a38918080a05e05,size,7.3g,size
attribute_86a317777834721c,product_type,highlighter,product_type
attribute_431ff136b88279b9,color,bronze,color
attribute_6c682f42e8a69234,form,stick,other
attribute_34ed481c563bb732,target_area,multi-purpose,target_area
attribute_5c3511ec2c0eea65,benefit,shimmer,benefit
attribute_e7dfe591bd9b5ede,benefit,illuminating,benefit
attribute_4c3eda534cfcef83,brand,monitu,brand
attribute_ca36d86058cc7472,product_type,passion twist hair extensions,product_type
attribute_7ceb02eb4222f852,length,18 inch,size
attribute_b457d9a0de7514b3,color,1b/30,color
attribute_f57469c2e703903d,brand,bella and bear,brand
attribute_bdd9df81020ccae2,scent,blueberry cobbler,scent
attribute_357ee5728e8a496d,product_type,shower jelly,product_type
attribute_05a2e34e79dc9d2a,brand,broadway colors,brand
attribute_9a297b4179e01fde,size,0.2 fl oz,size
attribute_1dda9a76ec950077,brand,christian breton,brand
attribute_b13858339d163f68,size,4 ml,size
attribute_b1e3eed29984557e,brand,oksale,brand
attribute_cee7bc31a598a72d,brand,kayzon,brand
attribute_ab8d5a5f6d34e639,material,"cotton,plastic",material
attribute_989202498a54af71,brand,snw,brand
attribute_1ba9f0246c2e828e,brand,lime crime,brand
attribute_c02117a9988b36da,texture,wet,texture
attribute_2e72d76bab91199c,size,0.1 fl oz,size
attribute_b0073a4676922f35,brand,ruukarm,brand
attribute_e245ac0649f8ea22,size,17 pcs,size
attribute_e814df2ac3e883bc,skin_type,acne-prone,skin_type
attribute_743ac42c23090844,scent,honey,scent
attribute_9dd33a00be2b0bf0,brand,david douglas skin care,brand
attribute_8b62c99bc0311d1b,skin_type,mature,skin_type
attribute_740f5f5402776dc5,size,32 pcs,size
attribute_ea64b4e37639d4d5,brand,hair by misstresses,brand
attribute_f226f1bcd2543199,brand,it's a black thang,brand
attribute_82a45d3b89b32059,benefit,"frizz control, high gloss, conditioning, hydrating, moisturizing",benefit
attribute_1c00e22688efd030,size,4 oz,size
attribute_0b73e532510e24c6,item form,wax,product_type
attribute_67a6eabd929f9e38,product benefits,"frizz control, high gloss, conditioning, hydrating, moisturizing",benefit
attribute_87e69b7943aaa245,brand,vaultz,brand
attribute_8083397ab72a54f5,product type,makeup artist case,product_type
attribute_2391a149d32064ff,color,black white stripe,color
attribute_e5efcfc1b268cc0a,features,"built-in 14 brush holder in lid, lock, adjustable dividers, handle, hard-sided construction",other
attribute_38ba03062096518c,size,10.00 count,size
attribute_ad04ee9c40543364,product type,headband,product_type
attribute_8b42d8d40ba47249,item form,ribbon,other
attribute_7f166061c9c97495,unit count,10,size
attribute_efce850f60288e69,brand,gucci,brand
attribute_4fd60813340a88e4,brand,kossys,brand
attribute_8a840743be33f6d1,brand,gracfulcub,brand
attribute_8e02756116129832,benefit,"softening,massage,massaging,detox,pores,exfoliating,relief from,blood circulation",benefit
attribute_36e304eb5623f7a9,scent,"mint, coconut",scent
attribute_a93e351d8236423c,size,2.60 ounce,size
attribute_8837effe8e3ba566,brand,glamlily,brand
attribute_7f9d8a28f65836df,brand,pretty frank,brand
attribute_87d439f77ead5660,scent,"lime, coconut",scent
attribute_484223707c2b88ac,size,2.7 ounce,size
attribute_981bb83a3d2645e4,brand,axe,brand
attribute_a5545a637ee66bf5,brand,kiss lipgloss,brand
attribute_9a0cd354f004a335,brand,golden gift box,brand
attribute_1d04b26c0cd9d3c1,texture,wipes,texture
attribute_96816127523e1aa0,brand,fa,brand
attribute_f56d13e178dff7de,scent,pink passion,scent
attribute_54725ff5cde9a020,size,6.75 fl oz,size
attribute_03bec4e5c89d9f26,size,6.75 ounce,size
attribute_71592498dcb7ce61,item form,spray,product_type
attribute_bb4dbd451380cd86,brand,lkan,brand
attribute_3228ceff65978895,target area,eyebrows,target_area
attribute_e872a279378b5261,product type,eyebrow stamp kit,product_type
attribute_1b6f55cb2b14e6c7,brand,nerium,brand
attribute_d6173082d82ec8f7,size,2 fl oz,size
attribute_4976895217b2645e,size,30 ml,size
attribute_6b4ffad0d74c412a,product type,day cream & night cream combo,product_type
attribute_73a48f0938ee8566,size,4 inches,size
attribute_d15e85510b0cdbed,hair_type,"all, dry",other
attribute_10a5f3741cc71fd4,unit count,24,other
attribute_4d762752b01a459d,benefit,no crease,benefit
attribute_6db870dcbcc7eb3f,color,yellow,color
attribute_c3bb5828b4ca59bd,brand,diabetaid,brand
attribute_9c9e66d08f8dc40c,size,4 ounce,size
attribute_ea10649c0ea49a87,product type,lotion,product_type
attribute_499682e1f4d78c2c,benefit,pain relief,benefit
attribute_aaa7e2261c1ae095,benefit,tingling relief,benefit
attribute_269146175776afeb,brand,kate,brand
attribute_ba53bc2e43d73cfb,product type,eyeshadow,product_type
attribute_2cf28be01478e7a4,brand,color club,brand
attribute_fb838b526d5468bd,brand,nugg,brand
attribute_211676754e0c90ba,scent,hydrating,scent
attribute_e2c6e3303fab4072,size,2.0 fl oz,size
attribute_0164ff413eaa671b,size,0.33 fl.oz,size
attribute_e5296242cd9db3f6,brand,chelly,brand
attribute_1107ce43ebbc8fd2,scent,floral bouquet & moetberry,scent
attribute_76d49a1a04fb5fcf,size,16 fl oz,size
attribute_02379394a627ca46,brand,saints & sinners,brand
attribute_b86a40614c32ff01,benefit,"smoothening,shine,moisturizing,nourishing,repairing,replenishing",benefit
attribute_471c264c14e50cf0,hair_type,"all, coarse, curly, dry, chemically treated, damaged",other
attribute_c2ce763854c4f551,size,25.4 oz,size
attribute_2acbe2435e4b8af2,brand,desert wink,brand
attribute_390f5d83f4152dfe,material,"silicone, rose",material
attribute_294e7b63e8a27ccd,product_type,facial roller and gua sha set,product_type
attribute_67cea175404ec3f9,material,rose quartz,material
attribute_5312ae6fb6fa533a,material,silicone,material
attribute_cc1657b0a72c1a2a,benefit,reduces puffiness,benefit
attribute_a2767fa21203d2f2,benefit,lymphatic drainage,benefit
attribute_1ce96c65ed398104,brand,versace,brand
attribute_571e4ae47b2c9521,scent,floral,scent
attribute_b89bdbcfd5bc7194,scent,fruity,scent
attribute_28df3139ac646d1d,scent,musky,scent
attribute_34c0fe45bb3471d7,size,90 ml,size
attribute_47c3ab1068aafc7e,brand,yocytu,brand
attribute_72c03897089fab29,product_type,hair bundles,product_type
attribute_a99809c796ba2b76,material,virgin human hair,material
attribute_24cf88a97345a072,size,24-28 inches,size
attribute_933d64608e78a0f7,brand,l.a. colors,brand
attribute_06371d0eb3a42d40,brand,ogx,brand
attribute_a3550e3ab291761d,hair_type,color treated,other
attribute_fde1ae5f2a9537ad,brand,lulu flower,brand
attribute_36f74301bbc386c1,benefit,relieve stress,benefit
attribute_aec42178d5dc2398,hair_type,"all, wavy, curly, thick, thin, straight",other
attribute_d25025c0363f25ed,size,8pack,size
attribute_9bdf756cb91995e6,brand,e.l.f.,brand
attribute_d8bd992c1073c0f8,size,1 pack,size
attribute_a4c265a971f77c95,brand,organic complexion,brand
attribute_aec81315211a4066,size,3.5274 ounce,size
attribute_678147b40d7d5d90,brand,heidi & oak natural labs,brand
attribute_bd2ecbb08d6a2cc9,size,1 fl.oz,size
attribute_b8c8496b8e182c5f,brand,royadve,brand
attribute_29c7c7d4b1dad951,brand,tioolioo,brand
attribute_2b3cd707e106e41b,brand,cilusar,brand
attribute_82ba0c1e8849a1c4,benefit,"smoothening,detangle,breakage",benefit
attribute_73bfec65e0ffb3f9,brand,loanzeg,brand
attribute_908f1cec52fba23a,color,12pcs sage green,color
attribute_ac4605154454ca88,hair_type,sage,other
attribute_e88de59d5a687585,brand,freeman,brand
attribute_3eaffc63d838908d,benefit,detoxifying,benefit
attribute_c0c134b73c670c3d,hair_type,"curly,wavy",other
attribute_cda88eece1915acd,brand,5am,brand
attribute_ccd0b7ade1e1dd30,size,1oz,size
attribute_60b941ea2d593008,brand,sadapack,brand
attribute_cc11cd1389d2fe99,size,500ml,size
attribute_80c60fa91846f217,item form,gel,texture
attribute_31e2e247760fe30f,scent,earth,scent
attribute_7cdff79b73fef2e7,product type,shaving gel,product_type
attribute_4b4e39b65eddea9a,brand,ali moda,brand
attribute_fa25d6072876a8ad,hair type,wavy,texture
attribute_513ceb3603fac7a5,product type,body cream and fragrance mist set,product_type
attribute_584330506097c7be,scent,moonstone,scent
attribute_73f834545682d016,brand,clover leaf,brand
attribute_12693e6230ff6ca8,color,dark brown,color
attribute_4273d03f49b40865,brand,cosswe,brand
attribute_ed3f78978686a94f,material,paper,material
attribute_4552b75c31945e62,color,"assorted,gold",color
attribute_e10fce8e2048eeb2,brand,runature,brand
attribute_217049fabd1011c7,color,19p60 gray blonde mix platinum blonde,color
attribute_13f4654a277dee98,weight,100g,other
attribute_3d72a0d84cbe30ec,length,14 inch,size
attribute_9524434a406f8521,product type,double weft human hair weave weft extensions,product_type
attribute_b3c791f0a972de41,brand,dan ning,brand
attribute_ccaaef6f2d473c68,color,ombre,color
attribute_a176e953339c1401,color,1b/350/613,color
attribute_7a6460a4370de485,texture,yaki,texture
attribute_b803530e83bec82a,length,"24""",size
attribute_8b77d98c07d821d5,quantity,8 bundles,other
attribute_543e7000732f3755,product type,pre-stretched braiding hair,product_type
attribute_1c33aee10d8d4df0,color,s3-009,color
attribute_da5b201400b07083,brand,yisimei,brand
attribute_fd21fac19ae84bc3,material,high temperature synthetic fiber,material
attribute_1de5dcaabe6a3058,length,24 inches,size
attribute_8c57c491247f9428,weight,600g,other
attribute_4d161542a32a6a3e,quantity,6 packs,other
attribute_179093f6033a2557,product type,senegalese twist hair,product_type
attribute_e64a549250f50b1c,benefit,heat resistant,benefit
attribute_f3522acfd54520d4,benefit,no fade,benefit
attribute_e6aeaa8067127a85,benefit,no shedding,benefit
attribute_9abe5ce134563374,benefit,no smell,benefit
attribute_704ce575c7dfd18a,brand,jane cosmetics,brand
attribute_2bb6d4304613c9f1,brand,greenford,brand
attribute_b2ad921b5539f105,brand,pcineio,brand
attribute_a94ecb7168d63e9c,brand,perfehair,brand
attribute_ac6824c4fc823720,color,grey,color
attribute_393e14680239caf5,size,l,size
attribute_5db54fa1b1ff8770,water_repellent,yes,benefit
attribute_dc7d60e8e4f7af45,anti_static,yes,benefit
attribute_2c54d6b9b2f5dd46,snap_closures,6 easy snap closures,other
attribute_6c33429f844bc651,pockets,two large front pockets,other
attribute_3c909b733b325d78,usage,"dog groomer, hair stylist, nail technician, esthetician, massage therapist",usage
attribute_e04bb14fc4e1ed8e,brand,yves rocher,brand
attribute_90699ed9ee6c48c5,scent,"coconut, aloe vera",scent
attribute_02f040c2cc10b920,size,200 ml,size
attribute_10afa125418f089a,product_type,hair and body wash,product_type
attribute_82fa447aec5f55d9,form,gel,texture
attribute_1cdb5da85ad58f6c,volume,200 ml,size
attribute_47cae1c6e4e0a8de,ingredient,monoi de tahiti,ingredient
attribute_71b59161935e6c08,size,0.5 fl oz,size
attribute_bd18c53b3446691f,brand,sinful colors,brand
attribute_b61df538f85794b5,color,grey metallic,color
attribute_08292f4cddc577a9,finish,metallic,texture
attribute_7aa45997652230ec,volume,0.5 fl oz,size
attribute_acabf044b4f394df,brand,prodcab,brand
attribute_0a744fe96d4a21b6,brand,adderenity,brand
attribute_a58dd9e6d6f04171,size,20g,size
attribute_806eb05218224149,brand,dr.g,brand
